Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
664,369,345,1452539,6599,103362,3281900
665,373,326,1452166,6646,103688,3122800
666,346,336,1451820,6656,104024,3420600
667,310,300,1451510,6666,104324,3107600
668,368,325,1451142,6709,104649,3166900
669,342,327,1450800,6724,104976,3158600
670,327,327,1450473,6724,105303,3114100
671,329,367,1450144,6686,105670,3074400
672,354,334,1449790,6706,106004,3100200
673,306,363,1449484,6649,106367,2972300
674,340,337,1449144,6652,106704,2969100
675,330,349,1448814,6633,107053,3172400
676,344,330,1448470,6647,107383,3206700
677,376,339,1448094,6684,107722,3525100
678,372,349,1447722,6707,108071,3227900
679,344,337,1447378,6714,108408,3246200
680,342,334,1447036,6722,108742,2994900
681,356,328,1446680,6750,109070,3285500
682,362,339,1446318,6773,109409,3032000
683,359,338,1445959,6794,109747,3280300
684,333,323,1445626,6804,110070,3555100
685,335,348,1445291,6791,110418,3166200
686,351,353,1444940,6789,110771,3414900
687,355,381,1444585,6763,111152,3059600
688,351,315,1444234,6799,111467,3407500
689,347,347,1443887,6799,111814,3158500
690,347,386,1443540,6760,112200,3102200
691,325,342,1443215,6743,112542,3135100
692,362,324,1442853,6781,112866,3297900
693,343,373,1442510,6751,113239,3213600
